type,notch,searge,mcp
class,lk,net/minecraft/network/play/client/CPacketPlayer,-
class,lk$a,net/minecraft/network/play/client/CPacketPlayer$Position,-
class,lk$b,net/minecraft/network/play/client/CPacketPlayer$PositionRotation,-
class,lk$c,net/minecraft/network/play/client/CPacketPlayer$Rotation,-
class,ll,net/minecraft/network/play/client/CPacketVehicleMove,-
class,lm,net/minecraft/network/play/client/CPacketSteerBoat,-
class,ln,net/minecraft/network/play/client/CPacketPlaceRecipe,-
class,lo,net/minecraft/network/play/client/CPacketPlayerAbilities,-
class,lp,net/minecraft/network/play/client/CPacketPlayerDigging,-
class,lp$a,net/minecraft/network/play/client/CPacketPlayerDigging$Action,-
class,lq,net/minecraft/network/play/client/CPacketEntityAction,-
class,lq$a,net/minecraft/network/play/client/CPacketEntityAction$Action,-
class,lr,net/minecraft/network/play/client/CPacketInput,-
class,ls,net/minecraft/network/play/client/CPacketRecipeInfo,-
class,ls$a,net/minecraft/network/play/client/CPacketRecipeInfo$Purpose,-
class,lt,net/minecraft/network/play/client/CPacketResourcePackStatus,-
class,lt$a,net/minecraft/network/play/client/CPacketResourcePackStatus$Action,-
class,lu,net/minecraft/network/play/client/CPacketSeenAdvancements,-
class,lu$a,net/minecraft/network/play/client/CPacketSeenAdvancements$Action,-
class,lv,net/minecraft/network/play/client/CPacketHeldItemChange,-
class,lw,net/minecraft/network/play/client/CPacketCreativeInventoryAction,-
class,lx,net/minecraft/network/play/client/CPacketUpdateSign,-
class,ly,net/minecraft/network/play/client/CPacketAnimation,-
class,lz,net/minecraft/network/play/client/CPacketSpectate,-
class,ma,net/minecraft/network/play/client/CPacketPlayerTryUseItemOnBlock,-
class,mb,net/minecraft/network/play/client/CPacketPlayerTryUseItem,-
class,md,net/minecraft/network/handshake/client/C00Handshake,-
class,me,net/minecraft/network/handshake/INetHandlerHandshakeServer,-
class,mg,net/minecraft/network/login/INetHandlerLoginClient,-
class,mh,net/minecraft/network/login/server/SPacketLoginSuccess,-
class,mi,net/minecraft/network/login/server/SPacketEncryptionRequest,-
class,mj,net/minecraft/network/login/server/SPacketEnableCompression,-
class,mk,net/minecraft/network/login/server/SPacketDisconnect,-
class,ml,net/minecraft/network/login/INetHandlerLoginServer,-
class,mm,net/minecraft/network/login/client/CPacketLoginStart,-
class,mn,net/minecraft/network/login/client/CPacketEncryptionResponse,-
class,mq,net/minecraft/network/status/INetHandlerStatusClient,-
class,mr,net/minecraft/network/status/server/SPacketPong,-
class,ms,net/minecraft/network/status/server/SPacketServerInfo,-
class,mt,net/minecraft/network/ServerStatusResponse,-
class,mt$a,net/minecraft/network/ServerStatusResponse$Players,-
class,mt$a$a,net/minecraft/network/ServerStatusResponse$Players$Serializer,-
class,mt$b,net/minecraft/network/ServerStatusResponse$Serializer,-
class,mt$c,net/minecraft/network/ServerStatusResponse$Version,-
class,mt$c$a,net/minecraft/network/ServerStatusResponse$Version$Serializer,-
class,mu,net/minecraft/network/status/INetHandlerStatusServer,-
class,mv,net/minecraft/network/status/client/CPacketPing,-
class,mw,net/minecraft/network/status/client/CPacketServerQuery,-
class,my,net/minecraft/network/datasync/DataParameter,-
class,mz,net/minecraft/network/datasync/DataSerializer,-
class,na,net/minecraft/network/datasync/DataSerializers,-
class,na$1,net/minecraft/network/datasync/DataSerializers$1,-
class,na$2,net/minecraft/network/datasync/DataSerializers$10,-
class,na$3,net/minecraft/network/datasync/DataSerializers$11,-
class,na$4,net/minecraft/network/datasync/DataSerializers$12,-
class,na$5,net/minecraft/network/datasync/DataSerializers$13,-
class,na$6,net/minecraft/network/datasync/DataSerializers$14,-
class,na$7,net/minecraft/network/datasync/DataSerializers$2,-
class,na$8,net/minecraft/network/datasync/DataSerializers$3,-
class,na$9,net/minecraft/network/datasync/DataSerializers$4,-
class,na$10,net/minecraft/network/datasync/DataSerializers$5,-
class,na$11,net/minecraft/network/datasync/DataSerializers$6,-
class,na$12,net/minecraft/network/datasync/DataSerializers$7,-
class,na$13,net/minecraft/network/datasync/DataSerializers$8,-
class,na$14,net/minecraft/network/datasync/DataSerializers$9,-
class,nb,net/minecraft/network/datasync/EntityDataManager,-
class,nb$a,net/minecraft/network/datasync/EntityDataManager$DataEntry,-
class,ne,net/minecraft/util/ServerRecipeBookHelper,-
class,nf,net/minecraft/util/ResourceLocation,-
class,nf$a,net/minecraft/util/ResourceLocation$Serializer,-
class,nh,net/minecraft/dispenser/BehaviorProjectileDispense,-
class,ni,net/minecraft/init/Bootstrap,-
class,ni$1,net/minecraft/init/Bootstrap$1,-
class,ni$2,net/minecraft/init/Bootstrap$10,-
class,ni$3,net/minecraft/init/Bootstrap$11,-
class,ni$4,net/minecraft/init/Bootstrap$12,-
class,ni$5,net/minecraft/init/Bootstrap$13,-
class,ni$6,net/minecraft/init/Bootstrap$14,-
class,ni$7,net/minecraft/init/Bootstrap$15,-
class,ni$8,net/minecraft/init/Bootstrap$16,-
class,ni$9,net/minecraft/init/Bootstrap$17,-
class,ni$a,net/minecraft/init/Bootstrap$BehaviorDispenseBoat,-
class,ni$b,net/minecraft/init/Bootstrap$BehaviorDispenseOptional,-
class,ni$c,net/minecraft/init/Bootstrap$BehaviorDispenseShulkerBox,-
class,ni$10,net/minecraft/init/Bootstrap$18,-
class,ni$11,net/minecraft/init/Bootstrap$2,-
class,ni$12,net/minecraft/init/Bootstrap$3,-
class,ni$13,net/minecraft/init/Bootstrap$4,-
class,ni$14,net/minecraft/init/Bootstrap$5,-
class,ni$15,net/minecraft/init/Bootstrap$6,-
class,ni$16,net/minecraft/init/Bootstrap$7,-
class,ni$16$1,net/minecraft/init/Bootstrap$7$1,-
class,ni$17,net/minecraft/init/Bootstrap$8,-
class,ni$17$1,net/minecraft/init/Bootstrap$8$1,-
class,ni$18,net/minecraft/init/Bootstrap$9,-
class,nj,net/minecraft/client/util/JsonException,-
class,nj$1,net/minecraft/client/util/JsonException$1,-
class,nj$a,net/minecraft/client/util/JsonException$Entry,-
class,nk,net/minecraft/server/dedicated/PendingCommand,-
class,nm,net/minecraft/server/DebugLoggingPrintStream,-
class,nn,net/minecraft/server/ServerEula,-
class,no,net/minecraft/util/LoggingPrintStream,-
class,np,net/minecraft/advancements/PlayerAdvancements,-
class,np$1,net/minecraft/advancements/PlayerAdvancements$1,-
class,nr,net/minecraft/network/ThreadQuickExitException,-
class,ns,net/minecraft/advancements/AdvancementManager,-
class,ns$1,net/minecraft/advancements/AdvancementManager$1,-
class,nt,net/minecraft/advancements/FunctionManager,-
class,nt$1,net/minecraft/advancements/FunctionManager$1,-
class,nt$a,net/minecraft/advancements/FunctionManager$QueuedCommand,-
class,nu,net/minecraft/network/rcon/IServer,-
class,nv,net/minecraft/scoreboard/ServerScoreboard,-
class,nw,net/minecraft/server/dedicated/PropertyManager,-
class,nx,net/minecraft/util/ITickable,-
class,ny,net/minecraft/server/dedicated/DedicatedPlayerList,-
class,nz,net/minecraft/server/dedicated/DedicatedServer,-
class,nz$1,net/minecraft/server/dedicated/DedicatedServer$1,-
class,nz$2,net/minecraft/server/dedicated/DedicatedServer$2,-
class,nz$3,net/minecraft/server/dedicated/DedicatedServer$3,-
class,nz$4,net/minecraft/server/dedicated/DedicatedServer$4,-
class,oa,net/minecraft/server/dedicated/ServerHangWatchdog,-
class,oa$1,net/minecraft/server/dedicated/ServerHangWatchdog$1,-
class,oc,net/minecraft/server/gui/MinecraftServerGui,-
class,oc$1,net/minecraft/server/gui/MinecraftServerGui$1,-
class,oc$2,net/minecraft/server/gui/MinecraftServerGui$2,-
class,oc$3,net/minecraft/server/gui/MinecraftServerGui$3,-
class,oc$4,net/minecraft/server/gui/MinecraftServerGui$4,-
class,oc$5,net/minecraft/server/gui/MinecraftServerGui$5,-
class,od,net/minecraft/server/gui/PlayerListComponent,-
class,oe,net/minecraft/server/gui/StatsComponent,-
class,oe$1,net/minecraft/server/gui/StatsComponent$1,-
class,oh,net/minecraft/client/renderer/DestroyBlockProgress,-
class,oi,net/minecraft/world/WorldServerDemo,-
class,oj,net/minecraft/server/management/DemoPlayerInteractionManager,-
class,ok,net/minecraft/world/WorldServerMulti,-
class,ok$1,net/minecraft/world/WorldServerMulti$1,-
class,ol,net/minecraft/entity/EntityTracker,-
class,ol$1,net/minecraft/entity/EntityTracker$1,-
class,om,net/minecraft/world/BossInfoServer,-
class,on,net/minecraft/world/gen/ChunkProviderServer,-
class,oo,net/minecraft/world/WorldServer,-
class,oo$1,net/minecraft/world/WorldServer$1,-
class,oo$a,net/minecraft/world/WorldServer$ServerBlockEventList,-
class,op,net/minecraft/world/ServerWorldEventHandler,-
class,oq,net/minecraft/entity/player/EntityPlayerMP,-
class,oq$1,net/minecraft/entity/player/EntityPlayerMP$1,-
class,or,net/minecraft/server/management/PlayerInteractionManager,-
class,os,net/minecraft/entity/EntityTrackerEntry,-
class,ot,net/minecraft/server/management/PlayerChunkMapEntry,-
class,ou,net/minecraft/server/management/PlayerChunkMap,-
class,ou$1,net/minecraft/server/management/PlayerChunkMap$1,-
class,ou$2,net/minecraft/server/management/PlayerChunkMap$2,-
class,ou$3,net/minecraft/server/management/PlayerChunkMap$3,-
class,ou$4,net/minecraft/server/management/PlayerChunkMap$4,-
class,ou$5,net/minecraft/server/management/PlayerChunkMap$5,-
class,ox,net/minecraft/network/LegacyPingHandler,-
class,oy,net/minecraft/client/network/NetHandlerHandshakeMemory,-
class,oz,net/minecraft/network/NetworkSystem,-
class,oz$1,net/minecraft/network/NetworkSystem$1,-
class,oz$2,net/minecraft/network/NetworkSystem$2,-
class,oz$3,net/minecraft/network/NetworkSystem$3,-
class,oz$4,net/minecraft/network/NetworkSystem$4,-
class,oz$5,net/minecraft/network/NetworkSystem$5,-
class,oz$6,net/minecraft/network/NetworkSystem$6,-
class,oz$7,net/minecraft/network/NetworkSystem$7,-
class,pa,net/minecraft/network/NetHandlerPlayServer,-
class,pa$1,net/minecraft/network/NetHandlerPlayServer$1,-
class,pa$2,net/minecraft/network/NetHandlerPlayServer$2,-
class,pa$3,net/minecraft/network/NetHandlerPlayServer$3,-
class,pa$4,net/minecraft/network/NetHandlerPlayServer$4,-
class,pb,net/minecraft/server/network/NetHandlerHandshakeTCP,-
class,pb$1,net/minecraft/server/network/NetHandlerHandshakeTCP$1,-
class,pc,net/minecraft/server/network/NetHandlerLoginServer,-
class,pc$1,net/minecraft/server/network/NetHandlerLoginServer$1,-
class,pc$2,net/minecraft/server/network/NetHandlerLoginServer$2,-
class,pc$a,net/minecraft/server/network/NetHandlerLoginServer$LoginState,-
class,pd,net/minecraft/server/network/NetHandlerStatusServer,-
class,pg,net/minecraft/server/management/UserListEntryBan,-
class,ph,net/minecraft/server/management/PlayerProfileCache,-
class,ph$1,net/minecraft/server/management/PlayerProfileCache$1,-
class,ph$2,net/minecraft/server/management/PlayerProfileCache$2,-
class,ph$a,net/minecraft/server/management/PlayerProfileCache$ProfileEntry,-
class,ph$b,net/minecraft/server/management/PlayerProfileCache$Serializer,-
class,pi,net/minecraft/server/management/UserListIPBans,-
class,pj,net/minecraft/server/management/UserListIPBansEntry,-
class,pk,net/minecraft/server/management/PreYggdrasilConverter,-
class,pk$1,net/minecraft/server/management/PreYggdrasilConverter$1,-
class,pk$2,net/minecraft/server/management/PreYggdrasilConverter$2,-
class,pk$3,net/minecraft/server/management/PreYggdrasilConverter$3,-
class,pk$4,net/minecraft/server/management/PreYggdrasilConverter$4,-
class,pk$5,net/minecraft/server/management/PreYggdrasilConverter$5,-
class,pk$6,net/minecraft/server/management/PreYggdrasilConverter$6,-
class,pk$a,net/minecraft/server/management/PreYggdrasilConverter$ConversionError,-
class,pl,net/minecraft/server/management/PlayerList,-
class,pl$1,net/minecraft/server/management/PlayerList$1,-
class,pm,net/minecraft/server/management/UserListOps,-
class,pn,net/minecraft/server/management/UserListOpsEntry,-
class,po,net/minecraft/server/management/UserListEntry,-
class,pp,net/minecraft/server/management/UserList,-
class,pp$1,net/minecraft/server/management/UserList$1,-
class,pp$a,net/minecraft/server/management/UserList$Serializer,-
class,pq,net/minecraft/server/management/UserListBans,-
class,pr,net/minecraft/server/management/UserListBansEntry,-
class,ps,net/minecraft/server/management/UserListWhitelist,-
class,pt,net/minecraft/server/management/UserListWhitelistEntry,-
class,pv,net/minecraft/network/rcon/RConOutputStream,-
class,pw,net/minecraft/network/rcon/RConUtils,-
class,px,net/minecraft/network/rcon/RConConsoleSource,-
class,pz,net/minecraft/network/rcon/RConThreadBase,-
class,qa,net/minecraft/network/rcon/RConThreadQuery,-
class,qa$a,net/minecraft/network/rcon/RConThreadQuery$Auth,-
class,qb,net/minecraft/network/rcon/RConThreadClient,-
class,qc,net/minecraft/network/rcon/RConThreadMain,-
class,qe,net/minecraft/util/SoundEvent,-
class,qf,net/minecraft/init/SoundEvents,-
class,qg,net/minecraft/util/SoundCategory,-
class,qj,net/minecraft/stats/StatBasic,-
class,qk,net/minecraft/stats/StatCrafting,-
class,ql,net/minecraft/stats/RecipeBook,-
class,qm,net/minecraft/stats/RecipeBookServer,-
class,qn,net/minecraft/stats/StatisticsManagerServer,-
class,qo,net/minecraft/stats/StatBase,-
class,qo$1,net/minecraft/stats/StatBase$1,-
class,qo$2,net/minecraft/stats/StatBase$2,-
class,qo$3,net/minecraft/stats/StatBase$3,-
class,qo$4,net/minecraft/stats/StatBase$4,-
class,qp,net/minecraft/stats/IStatType,-
class,qq,net/minecraft/util/TupleIntJsonSerializable,-
class,qr,net/minecraft/util/IJsonSerializable,-
class,qs,net/minecraft/stats/StatList,-
class,qt,net/minecraft/stats/StatisticsManager,-
class,qw,net/minecraft/util/BitArray,-
class,qx,net/minecraft/util/ClassInheritanceMultiMap,-
class,qx$1,net/minecraft/util/ClassInheritanceMultiMap$1,-
class,qz,net/minecraft/util/IntIdentityHashBiMap,-
class,ra,net/minecraft/util/CryptManager,-
class,rb,net/minecraft/util/FrameTimer,-
class,rc,net/minecraft/util/JsonUtils,-
class,rd,net/minecraft/util/HttpUtil,-
class,rd$1,net/minecraft/util/HttpUtil$1,-
class,re,net/minecraft/util/LowerStringMap,-
class,rf,net/minecraft/util/IntegerCache,-
class,rg,net/minecraft/util/IntHashMap,-
class,rg$a,net/minecraft/util/IntHashMap$Entry,-
class,rh,net/minecraft/util/LazyLoadBase,-
class,rj,net/minecraft/util/EnumTypeAdapterFactory,-
class,rj$1,net/minecraft/util/EnumTypeAdapterFactory$1,-
class,rk,net/minecraft/util/math/MathHelper,-
class,rl,net/minecraft/profiler/Profiler,-
class,rl$a,net/minecraft/profiler/Profiler$Result,-
class,rm,net/minecraft/util/IProgressUpdate,-
class,rn,net/minecraft/util/MouseFilter,-
class,ro,net/minecraft/util/IStringSerializable,-
class,rp,net/minecraft/util/StringUtils,-
class,rr,net/minecraft/util/Tuple,-
class,rs,net/minecraft/util/WeightedRandom,-
class,rs$a,net/minecraft/util/WeightedRandom$Item,-
class,ru,net/minecraft/util/datafix/IFixableData,-
class,rv,net/minecraft/util/datafix/IFixType,-
class,rw,net/minecraft/util/datafix/FixTypes,-
class,rx,net/minecraft/util/datafix/IDataFixer,-
class,ry,net/minecraft/util/datafix/DataFixer,-
class,rz,net/minecraft/util/datafix/DataFixesManager,-
class,sa,net/minecraft/util/datafix/IDataWalker,-
class,sb,net/minecraft/util/datafix/fixes/AddBedTileEntity,-
class,sc,net/minecraft/util/datafix/fixes/BedItemColor,-
class,sd,net/minecraft/util/datafix/fixes/TileEntityId,-
class,se,net/minecraft/util/datafix/fixes/SpawnerEntityTypes,-
class,sf,net/minecraft/util/datafix/fixes/ShulkerBoxTileColor,-
class,sg,net/minecraft/util/datafix/fixes/SignStrictJSON,-
class,sg$1,net/minecraft/util/datafix/fixes/SignStrictJSON$1,-
class,sh,net/minecraft/util/datafix/fixes/ArmorStandSilent,-
class,si,net/minecraft/util/datafix/fixes/ElderGuardianSplit,-
class,sj,net/minecraft/util/datafix/fixes/EntityArmorAndHeld,-
class,sk,net/minecraft/util/datafix/fixes/EntityHealth,-
class,sl,net/minecraft/util/datafix/fixes/HorseSaddle,-
class,sm,net/minecraft/util/datafix/fixes/HorseSplit,-
class,sn,net/minecraft/util/datafix/fixes/EntityId,-
class,so,net/minecraft/util/datafix/fixes/MinecartEntityTypes,-
class,sp,net/minecraft/util/datafix/fixes/PaintingDirection,-
class,sq,net/minecraft/util/datafix/fixes/RedundantChanceTags,-
class,sr,net/minecraft/util/datafix/fixes/RidingToPassengers,-
class,ss,net/minecraft/util/datafix/fixes/ShulkerBoxEntityColor,-
class,st,net/minecraft/util/datafix/fixes/SkeletonSplit,-
class,su,net/minecraft/util/datafix/fixes/StringToUUID,-
class,sv,net/minecraft/util/datafix/fixes/ZombieSplit,-
class,sw,net/minecraft/util/datafix/fixes/ZombieProfToType,-
class,sx,net/minecraft/util/datafix/fixes/BannerItemColor,-
class,sy,net/minecraft/util/datafix/fixes/CookedFishIDTypo,-
class,sz,net/minecraft/util/datafix/fixes/ItemIntIDToString,-
class,ta,net/minecraft/util/datafix/fixes/PotionItems,-
class,tb,net/minecraft/util/datafix/fixes/ShulkerBoxItemColor,-
class,tc,net/minecraft/util/datafix/fixes/SpawnEggNames,-
class,td,net/minecraft/util/datafix/fixes/TotemItemRename,-
class,te,net/minecraft/util/datafix/fixes/PotionWater,-
class,tf,net/minecraft/util/datafix/fixes/BookPagesStrictJSON,-
class,tg,net/minecraft/util/datafix/fixes/ForceVBOOn,-
class,th,net/minecraft/util/datafix/fixes/OptionsLowerCaseLanguage,-
class,tk,net/minecraft/util/datafix/walkers/ItemStackData,-
